SEA,L10SLA,WSG,MaxH,L10SM
Rare,2.003236421,-0.122898878,1.891979417,0.948340668
lover,1.974331709,-0.531535379,0.242185316,-0.592581117
Rare,1.967014292,-1.533695086,-0.908877992,-1.381982089
Rare,1.965141795,0.145009733,1.996021933,
sensitive,1.93399992,-1.026982814,0.180331649,-0.856797601
Rare,1.898934641,1.008450037,-0.571741671,0.065211489
lover,1.898059738,0.365954312,0.651569758,0.377330092
insensitive,1.881081008,0.115450999,0.050909133,-0.466218867
insensitive,1.878730128,-1.252462517,1.610086426,0.458231088
insensitive,1.841358254,1.265671028,0.22830874,-1.958485237
insensitive,1.813929758,0.343684099,0.105439799,-0.098019993
Rare,1.798305203,1.052631119,-0.986678681,2.169573259
Rare,1.798040852,-0.820940904,0.361866589,-0.000559323
Rare,1.753316956,-1.745616708,2.385056367,0.34286178
Rare,1.74056675,1.903000246,0.699002907,0.264844855
Rare,1.71727666,-0.118062435,-0.986678681,0.403484889
Rare,1.708996289,0.354163796,-0.741890352,0.357076232
Rare,1.702893611,-1.110712497,-1.414582468,-0.087080091
insensitive,1.69491419,0.869420662,1.353631543,-0.350789745
lover,1.685109096,0.736424641,0.309999464,1.5181516
insensitive,1.680739033,-1.13349931,-0.338184662,-0.802668606
lover,1.6781174,1.536887315,-0.571741671,-0.295152456
sensitive,1.674650716,-1.533695086,-0.527411566,-1.882774441
lover,1.658497466,0.484054043,0.893504628,0.198042103
lover,1.650256419,0.236787063,1.610086426,-0.68066642
sensitive,1.648315756,0.484054043,-0.303778911,-1.582529801
Rare,1.64622179,-1.226214269,2.255016721,-0.151639481
Rare,1.639517729,-1.533695086,-1.647984528,-2.792484088
Rare,1.639108107,0.196700674,0.234338294,0.263766139
lover,1.638266612,0.294900069,-0.72721909,-0.007185162
insensitive,1.632607396,-0.736355781,-0.716969627,-1.385926981
Rare,1.62124359,3.574848145,-0.72721909,0.633910618
lover,1.561153659,-2.041456003,1.610086426,0.087824487
Rare,1.552746166,-1.906897361,3.552159663,-1.38388631
Rare,1.546800899,-1.827716734,0.141431305,0.679273821
Rare,1.543245363,0.484054043,-0.433775076,0.41870101
Rare,1.539656888,0.484054043,0.115497742,1.217076151
Rare,1.53500807,-0.460270687,1.541895708,0.013004642
sensitive,1.521226293,-0.055063386,0.054560115,-0.011226015
Rare,1.5205601,-0.950100414,-1.03854564,-0.310425516
Rare,1.518278086,1.766750882,0.958338539,2.106274612
Rare,1.517579411,-0.598346026,-1.504668172,-1.292977395
sensitive,1.503981096,1.272829315,1.253981152,-0.827827961
Rare,1.495107458,-1.431016841,-1.168461579,-2.015536238
lover,1.484968644,1.74975379,-0.459530585,-0.283837557
lover,1.478515848,1.198860689,-0.650589003,0.003324022
Rare,1.468767872,-2.544206124,0.504502172,-1.116600486
Rare,1.46425211,-1.024289124,2.249181628,-0.667518197
insensitive,1.447194891,-0.538344397,0.050909133,-1.693217559
insensitive,1.417917305,-0.205954291,0.569335092,-0.782557506
Rare,1.399055018,-1.533695086,-0.934811555,-1.381982089
lover,1.384593737,-0.96803117,1.04910601,-1.1437516
sensitive,1.383655159,0.083122574,-0.758463327,-0.062969086
insensitive,1.383597666,1.799024612,0.958338539,-0.317487109
lover,1.370609088,0.393525115,-0.745145612,-0.089180566
insensitive,1.358855933,-0.955993781,0.945371754,0.653313638
Rare,1.35769744,-0.126945039,-1.660900903,-2.068046378
Rare,1.357344739,-0.950100414,-0.326423642,-1.295094941
insensitive,1.348964691,2.217428281,-1.116223849,-0.712045938
Rare,1.346940801,0.834101275,-0.805142981,-0.364099935
insensitive,1.346840332,0.867988602,0.309999464,-1.465660313
insensitive,1.337657417,-1.940705503,0.204157853,-1.333769367
insensitive,1.220507058,-0.70207921,0.699586412,-1.438455865
lover,1.213858752,0.038410831,0.504502172,0.139335714
sensitive,1.201227687,-1.0352319,0.001390068,0.535849129
insensitive,1.197651321,-1.740572473,-0.338184662,0.075870228
Rare,1.190759998,1.218107613,2.385056367,1.655633543
sensitive,1.188934958,-1.700114335,0.651569758,1.19306726
sensitive,1.186381603,0.374666094,0.309999464,0.645798033
Rare,1.185605874,0.463943263,1.610086426,1.007686543
sensitive,1.183178041,-0.511492185,0.139875291,-1.52825105
Rare,1.17456999,-1.831251283,1.188579564,0.388048795
Rare,1.172823891,1.499508293,2.255016721,0.458443631
sensitive,1.170199069,-0.126945039,0.463496848,-2.068046378
lover,1.170199069,0.557539566,-0.929495172,0.112555722
sensitive,1.167798724,-0.037136028,-0.338184662,0.61735162
Rare,1.155052207,0.374666094,-0.416140297,-0.653241958
sensitive,1.152962029,0.211354921,-0.694919558,-1.484945069
insensitive,1.143565719,-0.153593167,0.309999464,0.419537658
lover,1.138035717,-1.791678828,0.958338539,-0.515250465
sensitive,1.115741961,1.233114924,-0.604466948,-0.402749386
sensitive,1.115293862,-1.192960786,0.439018939,-0.435058785
Rare,1.115237842,-0.51817322,-0.831077303,-0.848531258
sensitive,1.109600304,-1.723676278,-0.597675237,0.504059213
Rare,1.108844674,-0.584983897,0.180331649,-0.121771581
Rare,1.105871811,-0.438000473,-0.468007406,0.004365784
insensitive,1.104681861,0.1120969,0.463496848,-0.324529796
sensitive,1.099129452,0.9858625,1.188579564,1.392115229
insensitive,1.098670906,-0.503094462,0.348899808,0.015946124
lover,1.097661323,1.299126202,-1.306608905,-0.295152456
Rare,1.094114729,2.239698475,2.255016721,2.125188535
Rare,1.094020368,-2.013858859,0.309999464,2.067626235
lover,1.086869611,1.299126202,-0.857010866,-0.487596185
sensitive,1.07796639,-0.425286855,0.491534404,0.948340668
sensitive,1.070348296,-0.951414132,1.586041488,0.652820738
sensitive,1.069005625,-0.757355366,0.309999464,-0.889190271
Rare,1.068316611,-1.003663954,0.958338539,-0.66188782
lover,1.06735715,0.185565564,-1.039599486,-0.020673769
insensitive,1.066838133,-1.616669464,0.309999464,-2.012458371
Rare,1.064814352,-0.70207921,0.686036127,-0.411432575
sensitive,1.056847438,-0.920373276,0.1738601,0.948340668
Rare,1.054680336,1.397090159,1.586041488,-0.112591292
Rare,1.049602117,-1.588045487,0.491534404,-0.426920051
sensitive,1.047660966,-0.541556976,-0.842117251,-0.015766989
insensitive,1.047349267,0.792057774,1.610086426,1.000159591
Rare,1.04660229,0.484054043,1.996021933,0.291735105
Rare,1.042731324,0.15494402,1.08800635,0.216225783
lover,1.035338431,-0.950100414,-0.338184662,-0.310425516
Rare,1.020710029,-1.813186291,1.139876788,1.472856271
sensitive,1.016268747,0.263511322,0.958419349,0.443104611
sensitive,1.013107426,0.444053241,0.569335092,0.465110042
Rare,1.013107426,-0.083903957,-1.005911012,-2.551665255
lover,1.003734174,-0.958381181,0.050909133,-0.844654592
Rare,0.993009073,-0.668673025,0.204157853,-0.13564559
Rare,0.992866937,-1.393454928,-0.338184662,0.496128612
sensitive,0.988254269,-1.263705109,1.489976575,-0.390414795
Rare,0.98754175,1.165455063,0.14455889,-2.165069957
sensitive,0.982973944,0.3748629,0.491534404,
Rare,0.978044012,2.368046706,-0.714472983,-1.281200369
insensitive,0.97670546,1.74975379,0.958338539,-0.635869852
insensitive,0.975253591,-0.39560009,0.160881493,-0.059039353
Rare,0.974710459,-1.723676278,-0.338184662,-0.62044114
insensitive,0.97053667,-0.407266878,-0.338184662,-0.764515079
sensitive,0.968333897,-0.83287202,1.610086426,-0.354134817
insensitive,0.965625119,1.299126202,-0.50690725,-0.487596185
Rare,0.954726598,-0.22086587,-0.68388528,
insensitive,0.945574039,-0.985839918,0.431106423,-1.365775386
Rare,0.940177949,-0.41484472,1.610086426,-0.319039011
Rare,0.93871162,-0.504653326,1.188579564,0.592113607
Rare,0.932868325,-1.811562198,1.891979417,-0.024631361
insensitive,0.93274702,-1.540605808,1.632611171,-0.282786959
Rare,0.919734686,1.472784034,1.230632441,0.357076232
Rare,0.910630159,1.054740268,1.610086426,1.509571665
insensitive,0.906630102,0.149933221,-0.338184662,0.082280724
lover,0.90515614,1.299126202,0.1738601,0.182144865
insensitive,0.903693804,0.362168671,0.309999464,-0.140814046
sensitive,0.902513911,-0.046984953,1.379758932,
Rare,0.893536432,-0.162613354,0.284065901,-0.68066642
insensitive,0.893259938,-0.89554737,-0.16977145,-0.934851198
insensitive,0.876730823,-1.005890974,1.243607727,0.042344637
insensitive,0.874065451,-0.51817322,-0.045015087,0.459519081
sensitive,0.87405786,-0.137548896,0.465600841,-1.116564567
Rare,0.872712133,0.476658525,2.043336013,1.269480988
insensitive,0.8681451,-1.881110432,0.309999464,-2.327937309
Rare,0.86028173,0.009630862,0.893504628,0.948340668
Rare,0.860247394,0.40016946,-0.944513851,0.191334707
sensitive,0.860130831,1.343490867,-0.593785203,1.427896762
Rare,0.85624429,-1.157892324,0.204157853,0.235062491
Rare,0.852853819,0.412165011,1.192617439,0.518501634
insensitive,0.845834766,1.18996086,0.463496848,0.544908459
insensitive,0.840337711,-0.438000473,0.491534404,0.366531752
lover,0.839747091,2.065635167,0.666585953,-0.102814469
Rare,0.839076947,-1.238414204,1.08800635,-0.283837557
Rare,0.836838312,0.163295735,-1.290101366,0.191334707
sensitive,0.818669807,1.065848746,1.610086426,1.793482045
sensitive,0.818542219,-0.155931294,0.463496848,-0.025871815
Rare,0.816052422,-0.438000473,-0.117904248,
Rare,0.80472905,0.463943263,-0.741890352,-0.63405545
Rare,0.803824852,-0.668673025,-0.468007406,-0.13564559
Rare,0.799714433,-0.91663213,2.0664797,0.538912149
Rare,0.798033613,0.063154668,0.10253096,-2.068046378
Rare,0.794948726,0.042528689,-0.72721909,0.488500094
sensitive,0.793279962,-0.804238917,-0.104937543,-2.525291541
sensitive,0.792726628,-0.037136028,-0.338184662,-1.035878249
Rare,0.787978116,,,
sensitive,0.787865837,-1.508641093,1.858829813,-2.008264273
lover,0.784838387,-1.533695086,-1.306608905,-1.765729797
Rare,0.783837271,2.417860222,-0.934811555,0.671170914
Rare,0.77787169,1.098644983,-0.156804668,-0.666218549
Rare,0.777222318,-0.067599431,-0.390197335,1.114880299
insensitive,0.775056412,-1.0352319,1.243607727,-0.545964272
Rare,0.768111691,-1.431016841,-0.11489825,-1.845635378
sensitive,0.764324927,0.019094226,0.932404973,-0.127256291
insensitive,0.761156146,-0.830185682,0.309999464,-0.323867066
insensitive,0.760144874,-0.566395877,-0.338184662,-0.161626999
sensitive,0.756236005,-0.421584681,1.610086426,-0.902763901
Rare,0.750307363,0.4773058,-0.688442707,0.268173245
Rare,0.74997965,0.181668279,0.300538865,0.236920119
Rare,0.748150368,0.800024717,0.204157853,-2.068046378
insensitive,0.746925748,-0.082060307,0.463496848,0.019120941
Rare,0.744906291,-1.235361508,1.150007544,0.081562062
Rare,0.743330072,-0.762462719,0.309999464,-0.698515906
Rare,0.740918861,0.245695147,-0.121497469,-0.435550205
sensitive,0.734744829,1.299126202,-1.005911012,
sensitive,0.720050938,-0.531165121,-0.303778911,0.599472725
Rare,0.718929867,0.559436724,1.205285957,1.463650665
sensitive,0.717596025,-0.992528765,0.439884451,0.261013561
Rare,0.717366828,0.368495067,0.673069344,0.381269998
Rare,0.717094123,-1.106106866,0.309999464,0.66434384
insensitive,0.716009898,-0.541091399,1.364295655,-0.352291257
insensitive,0.714260116,-1.098059121,0.958338539,-0.916797142
lover,0.712538428,-2.565246714,0.711969689,-2.007837153
lover,0.712510053,0.934419833,-1.116223849,-0.996871279
Rare,0.701018011,-1.515110766,-0.986678681,-2.068046378
insensitive,0.69735746,-0.402089726,2.332817368,-0.322292342
Rare,0.696716735,1.299126202,0.958338539,-0.736571615
insensitive,0.696043657,0.106506301,1.610086426,-0.507081437
lover,0.696014426,-0.19706389,-0.039828366,0.113471404
insensitive,0.687846834,1.242764524,1.610086426,-0.555439103
Rare,0.687278631,-0.428646979,2.579186639,1.199326966
Rare,0.686340667,0.413890009,0.105439799,0.6815301
Rare,0.684574926,0.959740523,-0.315682348,-0.347769565
insensitive,0.67970023,-0.096473974,0.699002907,-0.68066642
sensitive,0.674950858,-0.713594388,0.309999464,0.69091569
Rare,0.674811422,-1.266452497,-0.986678681,-1.036444108
Rare,0.667065128,0.044586862,-1.504668172,0.09954905
insensitive,0.665020361,1.282533962,1.610086426,0.37680042
sensitive,0.660506707,0.505349065,1.982195599,0.134574904
insensitive,0.656070238,0.392996133,-1.116223849,-0.634878569
Rare,0.653250263,-0.241388653,0.491534404,0.232977655
insensitive,0.649729847,0.948320522,0.309999464,0.273863391
Rare,0.648995226,0.363727292,-0.857010866,
Rare,0.647345986,0.475143946,-0.711782907,-0.435550205
Rare,0.64652092,0.35299552,1.333065601,1.014992065
Rare,0.644319286,-1.110712497,0.491534404,1.645151809
sensitive,0.643630841,0.800024717,-0.296234003,0.486303791
Rare,0.641148909,-2.033661426,1.152841,-0.785714173
insensitive,0.640531013,-0.523184005,0.181110961,-0.867099835
sensitive,0.639299436,0.439899641,1.53536031,0.159002202
Rare,0.636176717,-1.506970827,-0.657012897,-0.03762899
sensitive,0.634523971,-1.11540267,0.472084739,0.318128264
Rare,0.633279199,-1.790916077,-0.623608579,0.305532082
insensitive,0.619125316,-0.099835811,0.569335092,0.712472435
sensitive,0.619107722,-0.830185682,-0.066037198,-0.43249824
lover,0.617872227,-1.268679517,0.271099119,0.373914591
sensitive,0.61592161,1.168468,1.00260065,0.638742058
sensitive,0.61583386,-0.720993466,2.190182773,0.697761256
Rare,0.613760667,-2.59153033,0.452642017,0.35591586
sensitive,0.613669989,-0.508151284,-0.156804668,-0.122534371
sensitive,0.612899934,-0.000390735,0.293824612,0.592113607
insensitive,0.606080733,-1.135054304,0.206265544,-1.04087175
Rare,0.605662473,-0.38446496,0.984272099,0.306232759
Rare,0.60432701,-0.731916435,0.491534404,-0.74163037
insensitive,0.597104029,-0.92416631,0.309999464,-0.006088771
Rare,0.59463565,0.815812673,-1.286211332,-0.347769565
Rare,0.592940747,-0.000390735,1.610086426,0.984145119
Rare,0.588859937,-0.257611726,-0.735123083,-0.441019021
insensitive,0.588047838,-1.152874397,-0.468007406,0.389481261
insensitive,0.584557717,-1.517211175,-0.039828366,-2.856879173
Rare,0.580805969,2.07676072,-0.338184662,0.30594915
sensitive,0.576271969,-0.151459706,0.242531358,-0.550877288
insensitive,0.574144311,0.608699669,-0.303778911,-0.154043968
sensitive,0.571053855,-1.813834697,-0.325372827,0.698334399
insensitive,0.568744721,1.305758043,-0.523621087,0.236920119
Rare,0.564897808,-1.161366937,2.349384361,0.198400037
sensitive,0.564274902,-0.228660401,-0.066037198,1.808126218
Rare,0.562858121,0.484054043,-0.545808112,0.543301725
insensitive,0.560304768,-0.451362111,-0.72721909,-2.792484088
sensitive,0.559910585,-0.56160017,-0.066037198,-0.00405957
Rare,0.556901996,0.98729333,-1.544191403,0.008797901
Rare,0.550025922,3.320099158,1.08800635,0.084578161
Rare,0.546731958,-1.718530907,-0.167178094,0.174240103
Rare,0.544143958,-0.421290237,1.353631543,1.708562165
Rare,0.543006472,1.555820121,0.206265544,-0.805597196
sensitive,0.539944296,-0.154055215,0.333825667,0.381269998
insensitive,0.537221273,0.815010525,1.610086426,-0.033180796
Rare,0.520266638,-1.206271266,0.030565323,0.53574044
Rare,0.507279291,0.245695147,1.610086426,0.333164554
insensitive,0.506867931,0.498764084,1.083338309,0.03703314
Rare,0.503559058,1.585916736,1.86601931,0.345961579
Rare,0.503108894,1.507614336,0.463496848,1.085216049
lover,0.501158956,-0.504193779,0.569335092,-2.013675868
insensitive,0.499106116,2.346910136,1.586041488,-0.653771888
sensitive,0.498225763,-0.020433929,-1.004832173,0.247122954
Rare,0.493498171,-2.189934358,-1.168461579,-1.992925802
insensitive,0.488567212,0.145925495,1.399209105,0.176471558
sensitive,0.488519437,-0.950100414,-0.066037198,-0.980899945
Rare,0.478574128,0.363727292,-0.850527475,0.112555722
sensitive,0.476204762,-0.787260736,1.528876919,-0.980899945
Rare,0.474178862,-0.958169084,2.903355752,-0.567999359
sensitive,0.471210823,0.61760779,-0.039828366,0.398523155
Rare,0.466605061,0.104987875,-0.649542363,0.046480551
insensitive,0.465678121,-1.395969707,1.152841,0.198440991
Rare,0.465269318,1.195831214,0.309999464,0.381269998
sensitive,0.463177819,-0.78040504,0.309999464,-0.156542618
insensitive,0.454219018,-2.013858859,2.903355752,-1.347676234
Rare,0.452722472,-0.731916435,-0.857010866,-0.054920139
sensitive,0.449748657,-0.731916435,0.45522742,0.197573577
Rare,0.449748657,2.417860222,0.958338539,1.386265155
Rare,0.449748657,-0.420369885,0.491534404,-0.605249822
Rare,0.448337852,-0.713301727,-0.039828366,0.333999077
Rare,0.44822692,0.34535452,0.309999464,0.441158132
lover,0.446501351,-0.2174955,0.379880153,0.662749935
lover,0.445675889,0.484054043,-0.701409489,-2.633178181
insensitive,0.445224972,1.245939199,0.309999464,0.304584915
insensitive,0.444323618,1.35951722,0.929319093,1.195219535
Rare,0.437552112,-1.233047174,0.828918645,0.269131634
insensitive,0.437213609,-0.024609064,0.076597398,-1.123638598
insensitive,0.436866436,-0.901697476,0.699002907,1.119429494
lover,0.435308086,0.11986918,-0.311110431,-0.766651749
lover,0.433001438,0.534447291,-0.001203291,0.530885253
sensitive,0.41951924,1.299126202,0.309999464,-2.318869755
Rare,0.416964787,-0.889961085,1.26954129,-0.709020445
insensitive,0.416369152,-1.646872314,0.61277953,-0.385830438
insensitive,0.41500171,-0.64693098,-0.597675237,0.177961483
Rare,0.41251213,-1.894590368,2.190182773,-0.714788869
sensitive,0.404011961,0.341457079,0.309999464,-0.883157801
sensitive,0.403055821,-0.133202082,-0.039828366,-0.459030118
Rare,0.402778437,-0.504653326,-0.701409489,-0.104956792
sensitive,0.397011145,-0.244694228,1.058911749,1.15365629
insensitive,0.392503647,-1.106106866,1.08800635,-0.429147281
insensitive,0.388657905,-0.825171732,1.610086426,1.088526654
sensitive,0.387370089,1.146748076,1.230632441,-0.663486487
insensitive,0.385928598,0.215790194,1.95801849,0.515032454
Rare,0.380497758,0.584507812,-0.909931671,1.114880299
Rare,0.371193997,-1.210330661,0.050909133,0.258508195
sensitive,0.370739413,0.484054043,0.309999464,0.182144865
insensitive,0.370299628,0.885636347,0.309999464,0.091841502
lover,0.368271169,-1.2564309,0.309999464,-2.14487456
insensitive,0.367830919,-1.065491175,0.595268661,0.296061722
Rare,0.365757649,-1.081200185,0.699002907,-0.094432553
Rare,0.364046408,0.393525115,-0.986678681,-0.089180566
Rare,0.359528807,-0.514353269,1.610086426,0.252301645
Rare,0.357968941,0.059850201,2.360440763,0.113470053
insensitive,0.355939957,-1.004554761,0.564796719,0.972150521
Rare,0.350310173,-1.135054304,-0.863494257,0.239020508
sensitive,0.34680041,-0.49000703,-0.44207386,0.197573577
Rare,0.345958458,-1.668284024,1.391988494,-0.558578977
Rare,0.338380273,0.19001961,-0.654880004,-0.008561442
Rare,0.333338471,0.515164761,0.044180444,0.361029852
sensitive,0.219508831,1.006688103,0.309999464,-0.161715203
Rare,0.217850398,-0.39738546,0.374835131,-0.327070381
Rare,0.216537986,1.252034084,1.610086426,1.618339252
insensitive,0.216265348,0.191689876,0.599122324,1.206145361
Rare,0.209041349,0.484054043,3.552159663,1.560140543
insensitive,0.203704931,-1.702051288,0.011766327,0.33492158
Rare,0.2030371,-0.731967321,-0.815517166,
insensitive,0.197854788,-1.647273186,0.35394031,-1.865135608
Rare,0.194228358,0.115450999,-0.845190636,-0.834932381
Rare,0.191318374,0.210062804,-0.104937543,-2.020970013
sensitive,0.188799469,0.009630862,0.180331649,0.234008025
insensitive,0.184871809,-0.71415108,1.256574509,1.128327289
Rare,0.178598394,-2.442240989,-1.336781372,0.374701751
Rare,0.178020399,0.845532969,-0.909931671,-0.015254951
insensitive,0.175317687,-0.007182479,1.058911749,0.683010445
sensitive,0.174633738,0.731853965,0.958338539,0.506205907
Rare,0.172780993,0.215790194,-0.688442707,0.515032454
lover,0.172611836,-0.731967321,0.706000651,-1.418616121
sensitive,0.171140723,-0.230887467,1.062072787,-0.011165979
sensitive,0.169907932,0.815812673,1.334375398,1.403527292
insensitive,0.166818013,-1.506970827,0.465600841,0.096514035
insensitive,0.155967846,0.864807146,0.281958542,-0.283837557
Rare,0.154882212,1.559637876,0.958338539,1.085822098
Rare,0.152556258,-0.085703371,1.610086426,0.618556099
insensitive,0.149112294,0.414407938,0.405957895,0.333432434
sensitive,0.145203822,-0.111145078,0.530434748,0.56798454
lover,0.144861294,-0.037136028,0.674931617,-0.054818408
insensitive,0.143319249,-1.037602433,0.569335092,-0.039285512
sensitive,0.142642456,-0.438000473,0.530434748,-0.126115912
sensitive,0.137611066,1.031833763,0.582301874,-0.530776783
Rare,0.136041741,-0.952315419,-0.72721909,1.34923351
sensitive,0.117117103,-1.157307321,0.009170134,-2.015536238
sensitive,0.112951738,-0.62061624,0.510984644,-0.448026439
Rare,0.109301198,0.764591175,-0.117904248,1.114880299
sensitive,0.107607936,-0.635612371,0.944594786,-0.094432553
lover,0.107038451,-1.181904985,-0.633463548,-0.517029239
lover,0.106515961,1.142071331,0.309999464,0.343739954
Rare,0.105296351,1.61308681,-0.116607646,-1.034500192
sensitive,0.103979168,0.11949726,0.893504628,-1.712879589
lover,0.10285522,0.958348803,-0.027136846,0.948340668
sensitive,0.100611062,-2.158374487,0.491534404,-0.413270377
lover,0.098139828,-1.831002466,0.651569758,-1.044779358
Rare,0.090734262,-0.214964359,-0.72721909,0.494212982
sensitive,0.089030916,-0.731916435,1.113939913,0.305532082
lover,0.088328734,0.573512724,1.586041488,0.197573577
insensitive,0.087550942,1.096888131,1.610086426,-0.594838935
Rare,0.074239413,0.115450999,0.109014351,
Rare,0.073709371,0.484054043,2.514434509,2.563633821
sensitive,0.07279373,0.363727292,-0.907468841,0.112555722
Rare,0.072648919,0.484054043,0.387800152,-0.802666457
sensitive,0.070349639,0.354866917,0.309999464,0.156720888
Rare,0.067924113,-1.157307321,-1.144074985,-2.583127166
Rare,0.067162059,0.483986462,0.309999464,0.605316022
insensitive,0.0607399,0.199288139,1.230632441,1.597225868
insensitive,0.060704756,-0.060253497,0.699002907,0.502068597
lover,0.059841752,0.412725523,0.128464523,-0.71873558
Rare,0.059173757,1.031833763,0.074011836,2.125188535
Rare,0.059173757,-1.515110766,1.610086426,1.02644315
Rare,0.058058352,-1.41444388,-0.741890352,0.68397771
Rare,0.056504792,0.412725523,1.451076727,0.306232759
lover,0.056269158,1.088145592,2.432336902,-0.74326096
Rare,0.056148753,1.062557072,0.414597163,0.472950543
insensitive,0.05099687,1.265396213,1.528876919,-0.037446603
sensitive,0.050979051,-0.250930661,-0.654880004,0.15621554
lover,0.047049332,-0.731916435,0.463496848,0.54656001
insensitive,0.046155287,0.363727292,-0.701409489,0.381269998
Rare,0.040846429,0.153932908,-0.143837887,0.086703555
insensitive,0.040808848,0.475144117,0.309999464,-0.612936859
Rare,0.035758732,0.557539566,-0.401522877,0.112555722
Rare,0.034642337,1.132049735,-0.72721909,0.193204654
insensitive,0.033616197,-0.233114486,1.364295655,0.549530784
lover,0.019531949,-0.100606705,0.374835131,-0.597436055
Rare,0.018627112,0.584507812,-1.635017096,1.114880299
Rare,0.017749813,-0.647556778,1.243607727,1.395859351
Rare,0.016997398,1.512029014,-0.986678681,0.275129598
lover,0.016177029,-1.522902064,1.152841,0.293221757
lover,0.015910301,0.345525736,-0.383723344,0.106307727
Rare,0.01554782,-0.950100414,-0.286472483,-0.980899945
insensitive,0.01554782,0.437647923,2.255016721,0.943866305
sensitive,0.013201862,-0.02619007,0.958338539,-0.444879858
insensitive,0.012645913,-1.501501429,1.081935852,0.275218791
Rare,0.011375158,0.484054043,0.050909133,0.377330092
insensitive,0.01031247,1.499508293,-0.949439066,-0.435550205
Rare,0.009376841,0.737866917,-0.043507672,-0.13395422
